target,prediction,is_homophone,word_S,word_I,word_D,word_H,char_S,char_I,char_D,char_H,wer,cer,exact_match
THE MAN TAKES THE LEAD,THE MAN TAKES THE LEAD,True,0,0,0,5,0,0,0,22,0.0,0.0,True
IT'S TIME NOW FOR EVERYTHING IN BETWEEN,IT'S TIME NOW FOR EVERYTHING IN BETWEEN,True,0,0,0,7,0,0,0,39,0.0,0.0,True
I REALLY APPRECIATE IT,I REALLY APPRECIATE IT,True,0,0,0,4,0,0,0,22,0.0,0.0,True
AND YOU'VE GOT EVERY RIGHT TO BE,AND YOU'VE GOT EVERY RIGHT TO BE,True,0,0,0,7,0,0,0,32,0.0,0.0,True
THAT WAS FAST AND FURIOUS,THAT WAS FAST AND FURIOUS,False,0,0,0,5,0,0,0,25,0.0,0.0,True
THAT'S NOT AN ANCIENT ROMAN MASK,THAT'S NOT AN ANCIENT ROMAN MASK,True,0,0,0,6,0,0,0,32,0.0,0.0,True
HE'S JAPANESE MADE,HE'S JAPANESE MADE,True,0,0,0,3,0,0,0,18,0.0,0.0,True
WHICH A LOT OF THEM WERE,WHICH A LOT OF THEM WERE,True,0,0,0,6,0,0,0,24,0.0,0.0,True
OUR JOURNEY ISN'T OVER YET,OUR JOURNEY ISN'T OVER YET,True,0,0,0,5,0,0,0,26,0.0,0.0,True
AND IT'S NOT JUST ANY OLD TUESDAY,AND IT'S NOT JUST ANY OLD TUESDAY,True,0,0,0,7,0,0,0,33,0.0,0.0,True
WHO KNEW THAT ONE MAN,WHO KNEW THAT ONE MAN,True,0,0,0,5,0,0,0,21,0.0,0.0,True
BUT IT MIGHT BE TOO LATE BY THEN,BUT IT MIGHT BE TOO LATE BY THEN,True,0,0,0,8,0,0,0,32,0.0,0.0,True
FROM WHAT WE KNOW,FROM WHAT WE KNOW,True,0,0,0,4,0,0,0,17,0.0,0.0,True
GRAHAM BARON ASH,GRAHAM BARRENASH,True,1,0,1,1,1,1,1,14,0.6666666666666666,0.1875,False
AND THEY WERE THE FIRST PEOPLE,AND THEY WERE THE FIRST PEOPLE,False,0,0,0,6,0,0,0,30,0.0,0.0,True
FURNITURE OR OBJECTS LIKE THAT,FURNITURE OR OBJECTS LIKE THAT,True,0,0,0,5,0,0,0,30,0.0,0.0,True
IT WAS MADE IN GERMANY,IT WAS MADE IN GERMANY,True,0,0,0,5,0,0,0,22,0.0,0.0,True
NO ONE WOULD LOOK TWICE,NO ONE WOULD LOOK TWICE,True,0,0,0,5,0,0,0,23,0.0,0.0,True
THEY WERE SO INSPIRED BY IT,THEY WERE SO INSPIRED BY IT,True,0,0,0,6,0,0,0,27,0.0,0.0,True
LEARN AS MUCH AS POSSIBLE,LEARN AS MUCH AS POSSIBLE,False,0,0,0,5,0,0,0,25,0.0,0.0,True
KEEP GOING ON ABOUT THIS,KEEP GOING ON ABOUT THIS,False,0,0,0,5,0,0,0,24,0.0,0.0,True
I DO NOTHING WRONG,I DO NOTHING WRONG,True,0,0,0,4,0,0,0,18,0.0,0.0,True
THIS IS WHERE THE SURPRISES HAPPEN,THIS IS WHERE THE SURPRISES HAPPEN,True,0,0,0,6,0,0,0,34,0.0,0.0,True
IT'S TIME TO RETURN TO WOLVERHAMPTON,IT'S TIME TO RETURN TO WOLVERHAMPTON,True,0,0,0,6,0,0,0,36,0.0,0.0,True
THEY DECIDED TO TIE THE KNOT,THEY DECIDED TO TIE THE KNOT,True,0,0,0,6,0,0,0,28,0.0,0.0,True
EVERYWHERE YOU GO AROUND HERE,EVERYWHERE YOU GO AROUND HERE,True,0,0,0,5,0,0,0,29,0.0,0.0,True
WE HAVE SOME UNFINISHED BUSINESS TO DO IN THE AUCTION ROOM,WE HAVE SOME UNFINISHED BUSINESS TO DO IN THE AUCTION ROOM,True,0,0,0,11,0,0,0,58,0.0,0.0,True
WE HAVE GONE DIGITAL,WE HAVE GONE DIGITAL,True,0,0,0,4,0,0,0,20,0.0,0.0,True
AND AFTER REACHING OUT TO HIM ON THE SHOW,AND AFTER REACHING OUT TO HIM ON THE SHOW,True,0,0,0,9,0,0,0,41,0.0,0.0,True
RUN FOR COVER IF YOU CAN,RUN FOR COVER IF YOU CAN,True,0,0,0,6,0,0,0,24,0.0,0.0,True
THEY ARE UNDER A LOT OF STRESS,THEY ARE UNDER A LOT OF STRESS,True,0,0,0,7,0,0,0,30,0.0,0.0,True
WELCOME TO THE TOWER,WELCOME TO THE TOWER,True,0,0,0,4,0,0,0,20,0.0,0.0,True
WAS IT YOUR CHOICE,WAS IT YOUR CHOICE,False,0,0,0,4,0,0,0,18,0.0,0.0,True
YOU REALLY FEEL A PART OF IT,YOU REALLY FEEL A PART OF IT,True,0,0,0,7,0,0,0,28,0.0,0.0,True
SO WONDERFUL TO SEE THAT,SO WONDERFUL TO SEE THAT,True,0,0,0,5,0,0,0,24,0.0,0.0,True
FOR ME IT DOESN'T MAKE SENSE,FOR ME IT DOESN'T MAKE SENSE,True,0,0,0,6,0,0,0,28,0.0,0.0,True
IF WE HAVE A BELIEF IN REINCARNATION,IF WE HAVE A BELIEF IN REINCARNATION,True,0,0,0,7,0,0,0,36,0.0,0.0,True
EVEN THOUGH HER FATHER AT THAT TIME DISAGREED,EVEN THOUGH HER FATHER AT THAT TIME DISAGREED,False,0,0,0,8,0,0,0,45,0.0,0.0,True
SO WHEN THE BODY IS BROUGHT BACK,SO WHEN THE BODY IS BROUGHT BACK,True,0,0,0,7,0,0,0,32,0.0,0.0,True
MY FIRST GRANDDAUGHTER,MY FIRST GRANDDAUGHTER,False,0,0,0,3,0,0,0,22,0.0,0.0,True
NON VIOLENT OFFENCES,NON VIOLENT OFFENCES,False,0,0,0,3,0,0,0,20,0.0,0.0,True
THERE ARE A LOT OF PEOPLE,THERE ARE A LOT OF PEOPLE,True,0,0,0,6,0,0,0,25,0.0,0.0,True
BUT I COME ACROSS TRAINING PRISONS NOW,BUT I COME ACROSS TRAINING PRISONS NOW,True,0,0,0,7,0,0,0,38,0.0,0.0,True
THE COST OF THIS FAILURE,THE COST OF THIS FAILURE,False,0,0,0,5,0,0,0,24,0.0,0.0,True
THE AVERAGE COST OF KEEPING A PERSON IN PRISON IS 36,THE AVERAGE COST OF KEEPING A PERSON IN PRISON IS 36,True,0,0,0,11,0,0,0,52,0.0,0.0,True
THE MOST FAMOUS OF THEM ALL HAVE TO BE THE WORKS OF THE BRONTE SISTERS,THE MOST FAMOUS OF THEM ALL HAVE TO BE THE WORKS OF THE BRONTË SISTERS,True,1,0,0,14,1,0,0,69,0.06666666666666667,0.014285714285714285,False
IN TERMS OF FIRE SERVICE RESOURCES,IN TERMS OF FIRE SERVICE RESOURCES,True,0,0,0,6,0,0,0,34,0.0,0.0,True
RATHER THAN USING DRUGS,RATHER THAN USING DRUGS,False,0,0,0,4,0,0,0,23,0.0,0.0,True
HAVE YOU ORDERED YOURS YET,HAVE YOU ORDERED YOURS YET,True,0,0,0,5,0,0,0,26,0.0,0.0,True
BUT THESE ARE ONE OF THE MOST WARY BIRDS IN THE WORLD,BUT THESE ARE ONE OF THE MOST WARY BIRDS IN THE WORLD,True,0,0,0,12,0,0,0,53,0.0,0.0,True
THAT'S NOT WHAT I WAS EXPECTING AT ALL,THAT'S NOT WHAT I WAS EXPECTING AT ALL,True,0,0,0,8,0,0,0,38,0.0,0.0,True
I LOVE SYLLABLES,I LOVE SYLLABLES,True,0,0,0,3,0,0,0,16,0.0,0.0,True
AND YOU KNOW WHAT THIS MEANS,AND YOU KNOW WHAT THIS MEANS,True,0,0,0,6,0,0,0,28,0.0,0.0,True
WE MIGHT FIND SOME MARITIME MEMORABILIA,WE MIGHT FIND SOME MARATIME MEMORABILIA,True,1,0,0,5,1,0,0,38,0.16666666666666666,0.02564102564102564,False
IT'S A WONDERFUL,IT'S A WONDERFUL,False,0,0,0,3,0,0,0,16,0.0,0.0,True
STOCKS AND SHARES,STOCKS AND SHARES,False,0,0,0,3,0,0,0,17,0.0,0.0,True
AND IN THE PROCESS OF ME NOT OFFENDING GOD,AND IN THE PROCESS OF ME NOT OFFERING GOD,True,1,0,0,8,1,0,1,40,0.1111111111111111,0.047619047619047616,False
I DON'T CARE WHAT THE COST IS,I DON'T CARE WHAT THE COST IS,True,0,0,0,7,0,0,0,29,0.0,0.0,True
BECAUSE THE WHOLE POINT OF 9 11 IS THAT IT'S THE JUSTIFICATION FOR THE POLICE STATE,BECAUSE THE WHOLE POINT OF 9/11 IS THAT IT'S THE JUSTIFICATION FOR THE POLICE STATE,True,1,0,1,14,1,0,0,82,0.125,0.012048192771084338,False
AND I GUESS THAT'S WHAT'S HAPPENING HERE,AND I GUESS THAT'S WHAT'S HAPPENING HERE,True,0,0,0,7,0,0,0,40,0.0,0.0,True
AND FROM WHAT I'VE HEARD,AND FROM WHAT I'VE HEARD,True,0,0,0,5,0,0,0,24,0.0,0.0,True
AND IT'S ALL ABOUT THE CONTEXT,AND IT'S ALL ABOUT THE CONTEXT,False,0,0,0,6,0,0,0,30,0.0,0.0,True
CHILD OF THE MILLENNIUM,CHILD OF THE MOLYNEUX,False,1,0,0,3,4,0,2,17,0.25,0.2608695652173913,False
TWO APPOINTMENTS LATER,TWO APPOINTMENTS LATER,True,0,0,0,3,0,0,0,22,0.0,0.0,True
THE MAN WHO CARES ABOUT ANIMALS,THE MAN WHO CARES ABOUT ANIMALS,False,0,0,0,6,0,0,0,31,0.0,0.0,True
GUESS WHAT I'M TALKING ABOUT RIGHT NOW,GUESS WHAT I'M TALKING ABOUT RIGHT NOW,True,0,0,0,7,0,0,0,38,0.0,0.0,True
HERE TO GIVE US A RUNDOWN OF THE GREATEST FACIAL CHOREOGRAPHY EVER SEEN ON THE BOX,HERE TO GIVE US A RUN DOWN OF THE GREATEST FAMILIAL CHOREOGRAPHY EVER SEEN ON THE BOX,True,2,1,0,14,1,3,0,81,0.1875,0.04878048780487805,False
FACE TO REALLY TELL THE STORY,FACE TO REALLY TELL THE STORY,True,0,0,0,6,0,0,0,29,0.0,0.0,True
GET YOURSELF OVER HERE BECAUSE FIRST UP TONIGHT,GET YOURSELF OVER HERE BECAUSE FIRST UP TONIGHT,True,0,0,0,8,0,0,0,47,0.0,0.0,True
IF YOU WANT TO KNOW WHAT THE KIDS ARE LISTENING TO THESE DAYS,IF YOU WANT TO KNOW WHAT THE KIDS ARE LISTENING TO THESE DAYS,True,0,0,0,13,0,0,0,61,0.0,0.0,True
LOUISE AND KEVIN,LOUISE AND KEVIN,False,0,0,0,3,0,0,0,16,0.0,0.0,True
AND IT'S THE ONE THAT,AND IT'S THE ONE THAT,True,0,0,0,5,0,0,0,21,0.0,0.0,True
THAT WAS BEAUTIFUL,THAT WAS BEAUTIFUL,False,0,0,0,3,0,0,0,18,0.0,0.0,True
ON INTERNATIONAL WOMEN'S DAY,ON INTERNATIONAL WOMEN'S DAY,True,0,0,0,4,0,0,0,28,0.0,0.0,True
AND WENT ON THE ORDINARY WING,AND WENT ON THE ORDINARY WING,False,0,0,0,6,0,0,0,29,0.0,0.0,True
THE DUKE OF GLOUCESTER,THE DUKE OF GLOSTER,False,1,0,0,3,0,0,3,19,0.25,0.13636363636363635,False
AND YOU KNOW THAT,AND YOU KNOW THAT,True,0,0,0,4,0,0,0,17,0.0,0.0,True
WE HAVE THE DELECTABLE NEIL JONES,WE HAVE THE DELICATE ALUMNI,True,2,0,1,3,6,0,6,21,0.5,0.36363636363636365,False
THAT WAS SOME TIME AGO,THAT WAS SOME TIME AGO,True,0,0,0,5,0,0,0,22,0.0,0.0,True
REAL FRIENDS THAT CARE ABOUT ME,REAL FRIENDS THAT CARE ABOUT ME,True,0,0,0,6,0,0,0,31,0.0,0.0,True
CLEARLY THEY DO,CLEARLY THEY DO,True,0,0,0,3,0,0,0,15,0.0,0.0,True
YOU DON'T NEED IT,YOU DON'T NEED IT,True,0,0,0,4,0,0,0,17,0.0,0.0,True
THE REASON BEING,THE REASON BEING,False,0,0,0,3,0,0,0,16,0.0,0.0,True
THE PRESIDENT'S CHAIR,THE PRESIDENT'S CHAIR,False,0,0,0,3,0,0,0,21,0.0,0.0,True
NOT TO THINK FOR THEMSELVES,NOT TO THINK FOR THEMSELVES,True,0,0,0,5,0,0,0,27,0.0,0.0,True
WITH MY BLESSING,WITH MY BLESSING,False,0,0,0,3,0,0,0,16,0.0,0.0,True
THAT'S THE MESSAGE FROM INDEPENDENT ECONOMISTS AFTER THE CHANCELLOR'S AUTUMN STATEMENT,THAT'S THE MESSAGE FROM INDEPENDENT ECONOMISTS AFTER THE CHANCELLOR'S AUTUMN STATEMENT,False,0,0,0,11,0,0,0,86,0.0,0.0,True
AND WITH THAT IN MIND,AND WITH THAT IN MIND,True,0,0,0,5,0,0,0,21,0.0,0.0,True
HIS FATHER DIED,HIS FATHER DIED,True,0,0,0,3,0,0,0,15,0.0,0.0,True
NOT JUST HERE IN NOTTINGHAMSHIRE,NOT JUST HERE IN NOTTINGHAMSHIRE,True,0,0,0,5,0,0,0,32,0.0,0.0,True
BUT IT SEEMS THE PENDANT IS TO EVERYONE'S PERSONAL TASTE,BUT IT SEEMS THE PENDANT IS TO EVERYONE'S PERSONAL TASTE,True,0,0,0,10,0,0,0,56,0.0,0.0,True
IT'S TIME TO FIND OUT IF NIGEL,IT'S TIME TO FIND OUT IF NIGEL,True,0,0,0,7,0,0,0,30,0.0,0.0,True
REMEMBER THAT MAN WITH THE CAMERA,REMEMBER THAT MAN WITH THE CAMERA,False,0,0,0,6,0,0,0,33,0.0,0.0,True
AND YOU CAN FOLLOW US,AND YOU CAN FOLLOW US,True,0,0,0,5,0,0,0,21,0.0,0.0,True
BUT IT'S NOT ALL BAD NEWS,BUT IT'S NOT ALL BAD NEWS,True,0,0,0,6,0,0,0,25,0.0,0.0,True
I DO KNOW WHAT IT MEANS,I DO KNOW WHAT IT MEANS,True,0,0,0,6,0,0,0,23,0.0,0.0,True
AFTER ALL I'VE BEEN THROUGH,AFTER ALL I'VE BEEN THROUGH,True,0,0,0,5,0,0,0,27,0.0,0.0,True
I WANT TO TALK ABOUT DADDY TOO,I WANT TO TALK ABOUT DADDY TO,True,1,0,0,6,0,0,1,29,0.14285714285714285,0.03333333333333333,False
EVERYONE WAS BLOWN AWAY,EVERYONE WAS BLOWN AWAY,False,0,0,0,4,0,0,0,23,0.0,0.0,True
WE STILL HAVE ALL OF THIS TO COME,WE STILL HAVE ALL OF THIS TO COME,True,0,0,0,8,0,0,0,33,0.0,0.0,True
I WANT TO TAKE A SELFIE,I WANT TO TAKE A SELFIE,True,0,0,0,6,0,0,0,23,0.0,0.0,True
RESCUING A DAMSEL IN DISTRESS,RESCUING A DAMSEL IN DISTRESS,True,0,0,0,5,0,0,0,29,0.0,0.0,True
ALL OF THAT COULD CHANGE,ALL OF THAT COULD CHANGE,False,0,0,0,5,0,0,0,24,0.0,0.0,True
BUT WHAT EXACTLY IS IT,BUT WHAT EXACTLY IS IT,True,0,0,0,5,0,0,0,22,0.0,0.0,True
HOW DOES IT WORK,HOW DOES IT WORK,False,0,0,0,4,0,0,0,16,0.0,0.0,True
THERE'S ALWAYS HISTORICAL TREASURES TO LOOK AT,THERE'S ALWAYS HISTORICAL TREASURES TO LOOK AT,True,0,0,0,7,0,0,0,46,0.0,0.0,True
FAST AND FURIOUS,FAST AND FURIOUS,False,0,0,0,3,0,0,0,16,0.0,0.0,True
AND LATER IN TURN,AND LATER IN TURN,True,0,0,0,4,0,0,0,17,0.0,0.0,True
HE MOVED AROUND A LOT,HE MOVED AROUND A LOT,False,0,0,0,5,0,0,0,21,0.0,0.0,True
AS IS THE TITLE OF THIS POEM,AS IS THE TITLE OF THIS POEM,False,0,0,0,7,0,0,0,28,0.0,0.0,True
FOUR KILOMETRES WITHOUT EVEN REALLY THINKING ABOUT IT,FOUR KILOMETRES WITHOUT EVEN REALLY THINKING ABOUT IT,True,0,0,0,8,0,0,0,53,0.0,0.0,True
IN THE HIGHWAY CODE ITSELF,IN THE HIGHWAY CODE ITSELF,True,0,0,0,5,0,0,0,26,0.0,0.0,True
SO IN THE MEANTIME,SO IN THE MEANTIME,True,0,0,0,4,0,0,0,18,0.0,0.0,True
THROUGH ANTIBODY DIRECTED THERAPY,THROUGH ANTIBODY DIRECTED THERAPY,True,0,0,0,4,0,0,0,33,0.0,0.0,True
AND I FEEL VERY,AND I FEEL VERY,True,0,0,0,4,0,0,0,15,0.0,0.0,True
I'M YOUR SIMON COWELL,I'M YOUR SIMON COWELL,False,0,0,0,4,0,0,0,21,0.0,0.0,True
I JUST CAN'T SEEM TO WIN,I JUST CAN'T SEEM TO WIN,True,0,0,0,6,0,0,0,24,0.0,0.0,True
IT'LL BE A BRILLIANT SUCCESS,IT'LL BE A BRILLIANT SUCCESS,True,0,0,0,5,0,0,0,28,0.0,0.0,True
HE RETRIEVED THE FLAG,HE RETRIEVED THE FLAG,False,0,0,0,4,0,0,0,21,0.0,0.0,True
I'M STRUGGLING WITH THAT ONE,I'M STRUGGLING WITH THAT ONE,True,0,0,0,5,0,0,0,28,0.0,0.0,True
HE'S A LATIN SENSATION,HE'S A LATIN SENSATION,False,0,0,0,4,0,0,0,22,0.0,0.0,True
BORN INTO A FAMILY OF DANCERS,BORN INTO A FAMILY OF DANCERS,True,0,0,0,6,0,0,0,29,0.0,0.0,True
I MADE A FEW CALLS,I MADE A FEW CALLS,True,0,0,0,5,0,0,0,18,0.0,0.0,True
AS WELL AS THE GREEN MAN,AS WELL AS THE GREEN MAN,False,0,0,0,6,0,0,0,24,0.0,0.0,True
THIS IS EXTREMELY RARE AND VALUABLE,THIS IS EXTREMELY RARE AND VALUABLE,False,0,0,0,6,0,0,0,35,0.0,0.0,True
NOT FOR SUBJECT MATTER,NOT FOR SUBJECT MATTER,True,0,0,0,4,0,0,0,22,0.0,0.0,True
I HASTEN TO ADD,I HESITANT TO AD,True,2,0,0,2,2,2,1,12,0.5,0.3333333333333333,False
HERE ON THE DAY,HERE ON THE DAY,True,0,0,0,4,0,0,0,15,0.0,0.0,True
BUT I FELT HE WAS EXPOSED,BUT I FELT HE WAS EXPOSED,True,0,0,0,6,0,0,0,25,0.0,0.0,True
AND YOU AND HIM,AND YOU AND HIM,True,0,0,0,4,0,0,0,15,0.0,0.0,True
WILL APPEAR IN COURT NEXT MONTH,WILL APPEAR IN COURT NEXT MONTH,True,0,0,0,6,0,0,0,31,0.0,0.0,True
AND THE CHAMPAGNE,AND THE CHAMPAGNE,False,0,0,0,3,0,0,0,17,0.0,0.0,True
BEFORE WE BRING ON OUR NEXT CONTENDER,BEFORE WE BRING ON OUR NEXT CONTENDER,True,0,0,0,7,0,0,0,37,0.0,0.0,True
IF YOU'VE GOT A QUESTION FOR EITHER OF THEM,IF YOU'VE GOT A QUESTION FOR EITHER OF THEM,True,0,0,0,9,0,0,0,43,0.0,0.0,True
SO TO DO BALLROOM,SO TO DO BALLROOM,True,0,0,0,4,0,0,0,17,0.0,0.0,True
I AM THE ULTIMATE POWER,I AM THE ULTIMATE POWER,True,0,0,0,5,0,0,0,23,0.0,0.0,True
IT IS THE QUARTER FINALS,IT IS THE QUARTER FINALS,False,0,0,0,5,0,0,0,24,0.0,0.0,True
WE HAD A BLAZING ROW,WE HAD A BLAZING ROW,True,0,0,0,5,0,0,0,20,0.0,0.0,True
THE FAMILY SEAT,THE FAMILY SEAT,False,0,0,0,3,0,0,0,15,0.0,0.0,True
PLEASE WELCOME JENNY ECLAIR,PLEASE WELCOME GENIE CLARKE,False,2,0,0,2,5,1,1,21,0.5,0.25925925925925924,False
IT'S A MOVIE THEME,IT'S A MOVIE THEME,False,0,0,0,4,0,0,0,18,0.0,0.0,True
THEY HAVE NO IDEA WHAT TO EXPECT,THEY HAVE NO IDEA WHAT TO EXPECT,True,0,0,0,7,0,0,0,32,0.0,0.0,True
TWO AND A HALF MINUTES FOR THAT ROUND,TWO AND A HALF MINUTES FOR THAT ROUND,True,0,0,0,8,0,0,0,37,0.0,0.0,True
I'M NOT SATISFIED,I'M NOT SATISFIED,True,0,0,0,3,0,0,0,17,0.0,0.0,True
IT'S ON OUR CABLE PACKAGE,IT'S ON OUR CABLE PACKAGE,True,0,0,0,5,0,0,0,25,0.0,0.0,True
WHEN WE SEE HIM,WHEN WE SEE HIM,True,0,0,0,4,0,0,0,15,0.0,0.0,True
YOU WANT ME TO BE HAPPY,YOU WANT ME TO BE HAPPY,True,0,0,0,6,0,0,0,23,0.0,0.0,True
WHAT SEASON WAS THAT,WHAT SEASON WAS THAT,False,0,0,0,4,0,0,0,20,0.0,0.0,True
NO FOOD LEFT OUT,NO FOOD LEFT OUT,True,0,0,0,4,0,0,0,16,0.0,0.0,True
I'LL MEET YOU AT THE PARTY,I'LL MEET YOU AT THE PARTY,True,0,0,0,6,0,0,0,26,0.0,0.0,True
PROBABLY IN THE WORLD,PROBABLY IN THE WORLD,True,0,0,0,4,0,0,0,21,0.0,0.0,True
I'M REALLY LOOKING FORWARD TO THIS,I'M REALLY LOOKING FORWARD TO THIS,True,0,0,0,6,0,0,0,34,0.0,0.0,True
AND IT'S EVEN RARER TO FIND ONE THAT HASN'T BEEN DUG INTO BY ANTIQUARIANS,AND IT'S EVEN RARER TO FIND ONE THAT HASN'T BEEN DUG INTO BY ANTIQUARIANS,True,0,0,0,14,0,0,0,73,0.0,0.0,True
WHAT WE'VE GOT HERE IS AN OPPORTUNITY TO UNDERSTAND ONE OF THESE MONUMENTS IN A MODERN,WHAT WE'VE GOT HERE IS AN OPPORTUNITY TO UNDERSTAND ONE OF THESE MONUMENTS IN A MODERN,True,0,0,0,16,0,0,0,86,0.0,0.0,True
AND PEOPLE LIVING,AND PEOPLE LIVING,False,0,0,0,3,0,0,0,17,0.0,0.0,True
IT'S ABOUT THE DEAD,IT'S ABOUT THE DEAD,False,0,0,0,4,0,0,0,19,0.0,0.0,True
A PURIFICATION CEREMONY,A PURIFICATION CEREMONY,False,0,0,0,3,0,0,0,23,0.0,0.0,True
IT'S ALMOST AN OLD PERSON,IT'S ALMOST AN OLD PERSON,True,0,0,0,5,0,0,0,25,0.0,0.0,True
AND THIS MIGHT BE,AND THIS MIGHT BE,True,0,0,0,4,0,0,0,17,0.0,0.0,True
EVERY SINGLE PERSON,EVERY SINGLE PERSON,False,0,0,0,3,0,0,0,19,0.0,0.0,True
THAT'S THE BEST KIND OF TEACHING,THAT'S THE BEST KIND OF TEACHING,False,0,0,0,6,0,0,0,32,0.0,0.0,True
I HAD A GREAT TIME,I HAD A GREAT TIME,True,0,0,0,5,0,0,0,18,0.0,0.0,True
THAT'S WHAT CHILD SUPPORT SERVICES DOES,THAT'S WHAT CHILD SUPPORT SERVICES DOES,False,0,0,0,6,0,0,0,39,0.0,0.0,True
NICOLA IS DEFINITELY THE LOVE OF MY LIFE,NICOLE IS DEFINITELY THE LOVE OF MY LIFE,False,1,0,0,7,1,0,0,39,0.125,0.025,False
SHE'S MY JULIET,SHE'S MY JULIET,False,0,0,0,3,0,0,0,15,0.0,0.0,True
THE ROCHELLE TO MY MARVIN,THE ROSEHELLE TO MY MERVYN,True,2,0,0,3,3,1,0,22,0.4,0.16,False
I GUESS I'M AFRAID,I GUESS I'M AFRAID,True,0,0,0,4,0,0,0,18,0.0,0.0,True
I LIKE SPENDING TIME WITH HIM,I LIKE SPENDING TIME WITH HIM,True,0,0,0,6,0,0,0,29,0.0,0.0,True
AND IT IS A SERVICE,AND IT IS A SERVICE,False,0,0,0,5,0,0,0,19,0.0,0.0,True
SHE'S GOT THE BEST TOP LINE IN THE BUSINESS,SHE'S GOT THE BEST TOPLINE IN THE BUSINESS,True,1,0,1,7,0,0,1,42,0.2222222222222222,0.023255813953488372,False
SO I DON'T KNOW,SO I DON'T KNOW,True,0,0,0,4,0,0,0,15,0.0,0.0,True
THAT'S WHAT YOU SAID,THAT'S WHAT YOU SAID,True,0,0,0,4,0,0,0,20,0.0,0.0,True
IT'S JUST A NAME,IT'S JUST A NAME,False,0,0,0,4,0,0,0,16,0.0,0.0,True
I'VE BEEN WAXED,I'VE BEEN WACKED,True,1,0,0,2,1,1,0,14,0.3333333333333333,0.13333333333333333,False
TALK ABOUT SMART,TALK ABOUT SMART,False,0,0,0,3,0,0,0,16,0.0,0.0,True
MY LITTLE BOY IS,MY LITTLE BOY IS,False,0,0,0,4,0,0,0,16,0.0,0.0,True
I'M GETTING OLDER,I'M GETTING OLDER,False,0,0,0,3,0,0,0,17,0.0,0.0,True
I'LL BE POPPING IN EACH EVENING,I'LL BE POPPING IN EACH EVENING,True,0,0,0,6,0,0,0,31,0.0,0.0,True
BUT SHE'S NOT CONFUSED,BUT SHE'S NOT CONFUSED,True,0,0,0,4,0,0,0,22,0.0,0.0,True
YOU NEED TO BE STRONG UP HERE,YOU NEED TO BE STRONG UP HERE,True,0,0,0,7,0,0,0,29,0.0,0.0,True
MAKE SURE YOU NEVER GET DEPRESSED AGAIN,MAKE SURE YOU NEVER GET DEPRESSED AGAIN,True,0,0,0,7,0,0,0,39,0.0,0.0,True
WITH BILLY NOT BEING YOURS,WITH BILLY NOT BEING YOURS,True,0,0,0,5,0,0,0,26,0.0,0.0,True
WHEN IT COMES TO DESIGNING FABULOUS COSTUMES,WHEN IT COMES TO DESIGNING FABULOUS COSTUMES,True,0,0,0,7,0,0,0,44,0.0,0.0,True
THEY ARE BATTLING TO BE CROWNED PRO CHALLENGE CHAMPION,THEY ARE BATTLING TO BE CROWNED PRO CHALLENGE CHAMPION,True,0,0,0,9,0,0,0,54,0.0,0.0,True
THE PRIME MINISTER SLAPS HIM DOWN,THE PRIME MINISTER SLAPS HIM DOWN,True,0,0,0,6,0,0,0,33,0.0,0.0,True
HOW BIG IS THAT,HOW BIG IS THAT,False,0,0,0,4,0,0,0,15,0.0,0.0,True
SEPARATED FROM THAT,SEPARATED FROM THAT,False,0,0,0,3,0,0,0,19,0.0,0.0,True
COMING IN ON THE OTHER SIDE,COMING IN ON THE OTHER SIDE,True,0,0,0,6,0,0,0,27,0.0,0.0,True
WHAT DID YOU PUT IN THE MULLED WINE,WHAT DID YOU PUT IN THE MULLED WINE,True,0,0,0,8,0,0,0,35,0.0,0.0,True
IT'S A TERRIBLE IDEA,IT'S A TERRIBLE IDEA,False,0,0,0,4,0,0,0,20,0.0,0.0,True
YOU'VE REALLY MADE MY DAY,YOU'VE REALLY MADE MY DAY,True,0,0,0,5,0,0,0,25,0.0,0.0,True
MEN WANT TO BE HIM,MEN WANT TO BE HIM,True,0,0,0,5,0,0,0,18,0.0,0.0,True
HE ABSOLUTELY INSISTED ON WRITING HIS OWN INTRO,HE ABSOLUTELY INSISTED ON WRITING HIS OWN INTRO,False,0,0,0,8,0,0,0,47,0.0,0.0,True
WITH FAMILY AND FRIENDS,WITH FAMILY AND FRIENDS,False,0,0,0,4,0,0,0,23,0.0,0.0,True
IT'S ALL ABOUT THE STRICTLY PRO CHALLENGE,IT'S ALL ABOUT THE STRICTLY PROCHALLENGE,False,1,0,1,5,0,0,1,40,0.2857142857142857,0.024390243902439025,False
THE SIX HIGHEST SCORING RUNNERS UP WILL QUALIFY,THE SIX HIGHEST SCORING RUNNERS UP WILL QUALIFY,False,0,0,0,8,0,0,0,47,0.0,0.0,True
JUST BEFORE CHRISTMAS,JUST BEFORE CHRISTMAS,False,0,0,0,3,0,0,0,21,0.0,0.0,True
I THINK SHE'S COMPLETELY BONKERS,I THINK SHE'S COMPLETELY BONKERS,True,0,0,0,5,0,0,0,32,0.0,0.0,True
YOU ARE DYNAMIC,YOU ARE DYNAMIC,True,0,0,0,3,0,0,0,15,0.0,0.0,True
IT'S ACTUALLY A SALSA,IT'S ACTUALLY A SALSA,False,0,0,0,4,0,0,0,21,0.0,0.0,True
