STATUS | HOMO | PREDICTED | TARGET
WRONG | - | Stiff | STUFF IT WITH STUFF
WRONG | - | And then I was. | AND THE THING IS
WRONG | - | Anderton is a date | UNDERNEATH ALL THAT
WRONG | - | And have a nice day | AND HAVING SAID THAT
WRONG | H | And what about the bat? | AND IT WAS A BIT OF LUCK THAT ONE OF THE MAJOR SUPERMARKET SUPPLIERS ASKED IF I COULD GET SOME
WRONG | H | What's your name? | ONE WE'VE BEEN OUT COMBING A BEACH
WRONG | H | This is a test | IT'S OUR SARDINES ON TOAST
WRONG | - | What is the cost of the soap? | WHAT'S IT ALL ABOUT
WRONG | - | I want a banana | EVERYONE'S A BABY
WRONG | H | This is a sentence. | IT'S NOT SO MANY EYES
WRONG | H | Nathan's | NOT SO MANY HEADS
WRONG | H | Hickson | HE CAN SIT THERE
WRONG | - | Sit down and test it | SWEET AND TASTY WITH A NICE GOLDEN
WRONG | H | Shall we skip to the end? | SHALL WE SCRAMBLE
WRONG | H | This is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who | THAT GAVE MONTAGU AND CHOLMONDELEY JUST THREE MONTHS TO FIND A DEAD BODY
WRONG | H | Machinewould | MUCH THE SAME AS IT WOULD BE NOW
WRONG | H | I want to learn English | THE LETTERS WERE ACTUALLY WRITTEN BY HESTER LEGGETT
WRONG | - | Hello, Andrew, I'm ready. | ELDERLY AND UNMARRIED
WRONG | - | Bikaz | BECAUSE IF IT DOES
WRONG | - | Ain't | ON IT SHE WROTE
WRONG | H | Wanold | AS ONE ALWAYS DID
WRONG | H | Man and land, and the land is big, and the land is full of life, and the land is beautiful. | MONTAGU AND CHOLMONDELEY BEGAN TO FEAR THAT THE BRIEFCASE
WRONG | H | Goblin | GOEBBELS WONDERED WHETHER THE LETTER WAS AN ELABORATE AND VERY BRITISH HOAX
WRONG | - | Dhat" "Waz" "Aol" "Dmeter | THAT WAS ALL THAT MATTERED
WRONG | H | Nathan Barber I'd | NOT TO SAY BARBARIC IDEA
WRONG | - | What goes wrong | WHAT GOES WITH POTATOES
WRONG | - | Lay a hand down | LIFE DEPENDED ON THE POTATO
WRONG | - | BAT GETHS HAT | BOTTOM GETS HOT
WRONG | H | Larson | A LARGE PART OF THE RELIGION LOST
WRONG | H | Kam Bayon | COMBINE THOSE TWO
WRONG | H | I have a plan | IF YOU CUT THEM UP AND BOIL THEM
WRONG | H | Apatetowble | OUR POTATO COBBLER
WRONG | H | And they were singing | AND I TELL YOU SOMETHING
WRONG | H | You are burning am I wrong? | YOUR BAROMETER OF COMFORT FOOD IS GOING TO NEED TO BE RESET
WRONG | H | Sow what you want | SO WHAT WE DO NOW IS
WRONG | H | What is star t but a ball? | WHEN IT STARTS TO BUBBLE AWAY
WRONG | H | What is the point of it? | WE PUT IT INTO A PREHEATED OVEN
WRONG | H | What happened to the dog? The dog is gone. The dog is gone. The dog is gone. The dog is gone. The dog is gone. The dog is gone. The dog is gone. The dog is gone. The dog is | 180 DEGREES CELSIUS FOR A FAN OVEN FOR ABOUT 30 MINUTES
WRONG | H | What's wrong with the world? | IT WOULD JUST LOOK HEAVIER
WRONG | H | BAT AIN CHAWL FECT | BUT IN ACTUAL FACT
WRONG | - | I like to play soccer | THIS LOOKS LIKE A SPONGE CAKE
WRONG | H | bat chalk | BUT A CHOCOLATE
WRONG | H | Sow DH Sow ST AO1 R IY0 G OW1 Z | SO THE STORY GOES
WRONG | H | Very well done | VERY WAFER THIN
WRONG | H | I have a car | IS HOW CRISPS WERE BORN
WRONG | H | Sow a potato, not a bomb | SO THAT POSSIBLY ISN'T POLITICALLY CORRECT
WRONG | H | What's the reason for going to work? | WE'RE GOING TO WEIGH YOU ONCE A WEEK AS A CLUB OF PEOPLE THAT ARE JUST GOING TO MOTIVATE EACH OTHER
WRONG | - | What's your birthday? | WHAT'S YOUR BACKGROUND
WRONG | H | And the house is may be stored in | AND THAT'S MY STORY
WRONG | H | RAYNARYAARSINGHAWINDOW | RIGHT NOW YOUR ARSE IS HANGING OUT OF A WINDOW
WRONG | H | Aldylak | I DO LIKE GEORGE
WRONG | - | P R ABLE | PROBABLY TASTES WORSE
WRONG | H | This is a test of the emergency broadcast system. | THAT'S WHY I THINK WHEN PEOPLE JOIN CLUBS THEY DO SO WELL BECAUSE THEY'RE COMPETING AGAINST SOMEONE
WRONG | - | Tango | TALKING ABOUT THIS
WRONG | - | Bike date roll apple lake date | BECAUSE HE DOESN'T REALLY OPERATE LIKE THAT
WRONG | - | What is the cost of the hotel? | WHAT'S IT CALLED
WRONG | H | And the word was made flesh, and dwelt among us. | AND TODAY WE HAVE A HUGE VARIETY OF MARKETS TO BUY OUR FOOD FROM
WRONG | H | This is a word. | THEY HAVE A WORD FOR WALNUTS WHICH
WRONG | H | Margerite | MARGARET THATCHER WAS IN POWER
WRONG | H | This is a date. | THE RESPONSE THAT I GOT ON THE DOORSTEP THAT FIRST WEEK
WRONG | H | Sow a weed, and you'll reap a weed. Sow a thought, and you'll reap a thought. | SO WE COMMUNICATE WITH THEM THROUGH THE WEBSITE
WRONG | H | This is a message for you. | THAT DOES NOTHING ABOUT MY DEMEANOUR IN THE WINTER
WRONG | - | I saw a spider | ESPECIALLY AROUND FOOD
WRONG | - | Amarak | AS A MARKET STALL
WRONG | - | And Foshmarc | AND FISH MARKET
WRONG | H | This is a test of the emergency broadcast system. | IT'S QUICK TO PUT TOGETHER AND WE'RE GOING TO DO A PANANG FISH CURRY
WRONG | - | And Aol Dh Tsch Erl Dh Fon S Iz | AND ALL THE TEXTURAL DIFFERENCES
WRONG | H | Allison was in the kitchen. | I'LL BE INVESTIGATING
WRONG | H | And got gold. | AND TO GET GOATS MILKING
WRONG | H | This is a test | THEY HAVE TO GIVE BIRTH TO KIDS
WRONG | H | Fandinhomhowfardhobalkindz | FINDING A HOME FOR THE BILLY KIDS
WRONG | H | Banbat | HAS BEEN A BIT OF A PROBLEM
WRONG | H | bat aze tam hound a way | BUT AS TOM HAS BEEN FINDING OUT
WRONG | H | This is a test of the emergency broadcast system. | IT'S ALL TOO EASY TO FORGET THE POTENTIAL DANGERS OF WORKING IN THE BUSINESS
WRONG | H | Some day I met a man who said he was a dentist. | SOMETIMES THAT CAN MEAN THAT THEY TRY TO GET THE JOB DONE AT ANY
WRONG | H | I have lost a test | IN THE LAST DECADE
WRONG | H | Don't mention the war | THE NUMBER OF FATALITIES IN FARMING HAS REMAINED PRETTY MUCH THE SAME
WRONG | - | Yellow kangaroo killed a zebra | USING CHEMICALS AS WELL
WRONG | H | I want to go to the store | ALMOST THREE QUARTERS OF THE WORLD'S POPULATION EAT GOAT MEAT
WRONG | - | Can I find it | CHINA AND INDIA
WRONG | H | name the tank sent the donkey | THE NUMBER OF ACCIDENTS NEEDS TO COME DOWN
WRONG | - | This is a word. | THAT'S WHAT WE'RE WORKING TOWARDS
WRONG | H | I have a plan | HEALTH AND SAFETY PROFILE HAS BEEN RAISED A LOT WITH OUR MEMBERS
WRONG | H | What's the matter? | WE'RE GIVING A LOT MORE GUIDANCE OUT TO MEMBERS
WRONG | H | Aunt Winston died in a car crash. | I WENT STRAIGHT IN TO CHECK THE MACHINE WAS RUNNING THE RIGHT DIRECTION
WRONG | H | A word is a kind of dinosaur | I WORK IN A DANGEROUS INDUSTRY
WRONG | H | Samson is deer. | SOMEONE IS SERIOUSLY INJURED EVERY DAY
WRONG | H | Durring summer, Sam won. | DURING THE SUMMER WHEN YOU'RE BUSY
WRONG | H | I've heard of a few of them. | THE AVERAGE FARMER IS IN THEIR MID 50S AND THEIR ATTITUDE TO HEALTH AND SAFETY CAN BE VERY
WRONG | - | And I'm ready to die | AND ALL WE'RE DOING
WRONG | H | This is a test | THAT IT DOESN'T APPLY TO THEM
WRONG | H | Framer Avery | FROM OUR POINT OF VIEW
WRONG | H | I am a farmer | THE NUMBER OF FATALITIES ON FARMS HAS REMAINED STUBBORNLY HIGH FOR THE LAST DECADE
WRONG | H | Nathan's ready to go | NOT ONE THEY'RE TRYING TO GET RID OF
WRONG | H | Let's find a fork | LET'S FIND OUT WITH THE COUNTRYFILE FORECAST FOR THE WEEK
WRONG | H | Hello, what is your name? | CELEBRATING WHAT HAS BEEN VOTED AS 75 ICONS OF YORKSHIRE
WRONG | H | And Britain just lost a lot of talent | AND BRITAIN HAD JUST TWO TELEVISION CHANNELS
WRONG | H | very worm wall talk | A VERY WARM WELCOME TO YOU TO A VERY NEW SHOW
WRONG | - | And I want to know | AND IT WAS WONDERFUL
WRONG | - | Tate Wimbaldon | TODAY AT WIMBLEDON
WRONG | H | This is a test of the emergency broadcast system. | THAT'S WHERE I STARTED MY BBC CAREER BACK IN 1993
WRONG | H | And the dog went to the store and got some string. | AND THE PROGRAMME IS STILL GOING STRONG TODAY
WRONG | H | This is a banana. | THERE HAVE BEEN SO MANY HIGHLIGHTS
WRONG | H | But then I heard a loud bang | BUT THEN WHO COULD FORGET THE LONGEST MATCH
WRONG | H | What's your phone number? | THAT WENT ON FOR THREE EXHAUSTING DAYS
WRONG | H | I want to sell a lot of wool | IT WAS ALMOST LIKE YOU HAD LANDED FROM A PARALLEL UNIVERSE
WRONG | H | I love language | I'LL NEVER FORGET IT AS LONG AS I LIVE BECAUSE HE'S BEEN MY BEST FRIEND IN SNOOKER
WRONG | H | I heard a rumor | YOU'RE RIGHT IN THERE
WRONG | H | I want to go to the zoo | IT WAS A GAME THAT WAS MADE FOR TELEVISION
WRONG | H | Sandey Waz born Klink Bemal Feral Femyal Favour | SKI SUNDAY WAS BORN AND QUICKLY BECAME A FIRM FAMILY FAVOURITE
WRONG | - | I want to defend the world | IT WAS A DIFFERENT WORLD
WRONG | H | Sow a seed, water it, and watch it grow. | SO WHEN I STARTED WORK ON SKI SUNDAY MANY YEARS LATER
WRONG | H | What is the name of the room? | WE STILL REMEMBER THAT
WRONG | - | Bake a man | BECAUSE HE'S A MAN
WRONG | H | This is a test. | IT'S HARD TO BEAT THE GAME OF DARTS
WRONG | H | I have a banana. I have a banana. | IT FIRST APPEARED ON BBC TWO IN 1978
WRONG | H | Aiken Ball Ivy Youspate Farrant Avo Bississiby Kammer | I CAN'T BELIEVE YOU SPAT IN FRONT OF A BBC CAMERA
WRONG | H | What's the matter? | ONE MOMENT OF ANALYSIS
WRONG | H | What's wrong with the grammar? | ONE MOMENT OF GENIUS AND ONE OF THE GREATEST TRIES EVER FROM THE BARBARIANS AGAINST THE
WRONG | - | This is a recording of a person saying the word 'katherine'. | IT KEPT A RECORD BREAKING 18
WRONG | H | Butt Overdose | BUT OVER THE PAST FIVE DECADES
WRONG | H | This is a test of the emergency broadcast system. | THIS CHANNEL HAS CONTINUOUSLY BROUGHT AUDIENCES THE VERY BEST IN SPORTING ACTION
WRONG | H | A man named Fred | I'M AFRAID I CANNOT DO THAT
WRONG | H | I think I'm going to Florida. | IT ISN'T A TIME FOR MOVING MONEY FROM ONE PART OF THE BUDGET TO ANOTHER
WRONG | - | This is a house. | THAT'S WHAT'S HAPPENING AT HOME
WRONG | H | I have a wonderful friend | SO WHEN WE HAVE FINISHED RENEGOTIATING BRITAIN'S RELATIONSHIP WITH THE EUROPEAN UNION
WRONG | H | Leybawrd | LABOUR AND THE LIB DEMS OPPOSE OUR PLAN
WRONG | H | Don't stop the band | THEY WON'T STAND UP FOR BRITAIN
WRONG | H | And they were running and they were getting very angry | AND THEY REFUSE TO GIVE YOU A SAY
WRONG | H | Kaztrab | CAUSE THE TROUBLE
WRONG | - | STAR TRAVEL | START THE TROUBLE
WRONG | H | And then the thing sank | AND THEN THE NEXT THING
WRONG | - | This is a small dog. | THEY HADN'T DOUBLE SOLD THE SEATS
WRONG | H | MAY MUM WOOD SEY | MY MUM WOULD SAY
WRONG | H | Aiming to send | I AM SEEING SOMEONE WHO ACTUALLY WORKS IN THIS CALL CENTRE
WRONG | - | Bake a wall | BECAUSE I'VE ALWAYS WORKED
WRONG | - | What sort of a man | WILL SORT THEM OUT
WRONG | H | Don't hand the gun to the stranger | DON'T GO AND BUY A GUN AND SHOOT SOMEONE IN THE HEAD
WRONG | - | This is a test. | 20 MINUTES LATE
WRONG | - | This band is the best. | A TEAM THAT BINDS TOGETHER
WRONG | H | John Baker Karen got away from the hospital. | JUST BECAUSE KIERAN GIVES OUT A COUPLE OF JOBS TO SOMEBODY ELSE TO HELP THEM
WRONG | H | Shall I bathe? | SHE'S UPSET BUT SHE'LL BE FINE
WRONG | H | Look into the mirror. | LOOKING AT EVERYTHING HERE
WRONG | H | Baton IZ Aet DH F R F R AH2 N T AH1 V AH0 T EH1 M P T S T UW1 R EH1 S K Y UW0 R AY1 Z IH0 NG W ER1 | BOTANY IS AT THE FOREFRONT OF ATTEMPTS TO RESCUE A RISING WORLD POPULATION FROM STARVATION
WRONG | H | And then I was afraid | AND THEN YOU FIND VARIETIES ON A THEME
WRONG | - | This is a sentence. | HE IS TENACIOUS
WRONG | H | SINNETHRICHICKS | SO IN THREE OF THE CHICKS YOU GET BLACK FEATHERS
WRONG | H | You are wrong | YOU HAVE YOUR 3 1
WRONG | H | What's your name? | ONE WHITE RATIO
WRONG | H | But what happened | BUT WHAT ABOUT OTHER PLANTS
WRONG | H | This is a test. | IT SEEMS TO DEFY EVERYTHING BATESON HAS LEARNED ABOUT GENETICS
WRONG | H | I think you're a jerk. | IT IS THE RESULT OF GENES WORKING TOGETHER LIKE THE COMPONENTS OF A BEAUTIFUL MACHINE
WRONG | - | Sambling Yuzing Bast | ASSEMBLING THEM USING THE BEST COMPONENTS
WRONG | H | I want to donate money to the charity. | ARMED WITH THE NEW UNDERSTANDING OF GENETICS
WRONG | H | house words heard | HE WAS OFTEN HEARD TO SAY
WRONG | - | I bought a book | IS BOURGEOIS WESTERN PROPAGANDA
WRONG | H | Sally locked the door | STALIN IS LOOKING FOR A SCAPEGOAT
WRONG | H | And the word grew into a world. | AND COMPARED TO THE OTHER WHEAT GROWING AROUND THE WORLD AT THE TIME OF ITS DISCOVERY
WRONG | H | Buckshot | BECAUSE SHE CANNOT AFFORD TO LOSE A SINGLE ONE
WRONG | H | What is my name? | ONE IN A BILLION CHANCE MUTATION
WRONG | H | And Matt Haverkamp is a very bright man. | AND THAT MUST HAVE BEEN HEARTBREAKING BECAUSE EACH ONE OF MCCLINTOCK'S MAIZE PLANTS IS A UNIQUE
WRONG | H | What is the name of the planet? | WE HAVE BEEN CREATING NEW PLANTS BY PUTTING POLLEN WHERE POLLEN SHOULD NEVER GO
WRONG | H | This is a test | THEY USE IT DIRECTLY FOR FOOD
WRONG | H | Don't knock yourself out | THE NEXT REVOLUTION
WRONG | H | Butterfly | BUT YOU'D BE WRONG
WRONG | H | SOS stop the mouse poll | I SUPPOSE TO MOST PEOPLE
WRONG | H | What is the weather? | WE HAVE TO GO FURTHER
WRONG | H | This wall is full of holes | THAT WILL ENVELOP THE ROOT LIKE A KIND OF GLOVE
WRONG | - | <SOS> plan <space> could <space> entangle <space> <EOS> | PLANTS COULDN'T THRIVE
WRONG | H | Some wise person said | SOME WOULD SAY SINISTER
WRONG | H | AND HAZES | AND IF IT HAS ITS WAY
WRONG | - | Black Liz | THE BLACK LEAVES
WRONG | H | And so far, I've seen no evidence of a connection between the two. | AND THAT'S WHAT ALLOWS THIS DISEASE TO SPREAD SO FAR AND SO FAST
WRONG | H | MAY SMILE TOWARD GROWING | MYCELIUM SEEMS TO GROW
WRONG | - | This is a test. | AT THE END OF ITS USEFUL LIFE
WRONG | H | Yarabekamz | YOUR PACKAGING BECOMES A NUTRIENT FOR YOUR NEIGHBOURHOOD
WRONG | H | And what is the answer? | AND WITHIN 24 HOURS
WRONG | H | Breyks Dawns Sally Low Sands | THAT BREAKS DOWN THE CELLULOSE AND OTHER COMPOUNDS
WRONG | H | What is the role of the Internet in the world? | WERE IT NOT FOR THE RELENTLESS ACTIVITY OF MYCELIUM
WRONG | H | Bathaven | BUT THEY HAVE A SHORTAGE OF ONE ESSENTIAL ELEMENT
WRONG | H | I'm sorry, I can't hear you. | APPARENTLY IN MISTAKE FOR A FIELD MUSHROOM
WRONG | H | Akinthing | I CAN'T THINK HOW
WRONG | - | This is a string of words. | IT'S A CURIOUS FUNGUS WITH A STRANGE
WRONG | H | This is a test of the emergency broadcast system. | THE CHEMICALS CONCEALED INSIDE THE CORDYCEPS MAY YET PROVE CRUCIAL TO A MAJOR
WRONG | H | bat for sam | BUT FOR SOME REASON
WRONG | H | Tandon is a good student | TO FIND OUT THE ANSWER
WRONG | H | What is the value of the world? | WE HAVE TO DELVE DEEP INTO OUR OWN EVOLUTIONARY HISTORY
WRONG | - | And then there was a door | AND THIS IS THE TARN VALLEY
WRONG | H | And what do you think of the book? | AND IT WAS DESIGNED BY THE BRITISH ARCHITECT SIR NORMAN FOSTER
WRONG | H | What cheese is in the bag | WHICH IS PERHAPS MISSION IMPOSSIBLE
WRONG | H | I have a lot of friends. | ALTHOUGH THERE'S A PART OF ME THAT ALSO THINKS THEY LOVE THE FREEDOM TO ROAM WITH HETTY THE MOTOR
WRONG | - | What is the date? | WHATEVER THEY DECIDE
WRONG | H | A Wish Doll | I WISH THEM ALL THE BEST
WRONG | H | I have a wonderful day | IF YOU EVER WONDER WHY ANYONE WOULD PUT THEMSELVES THROUGH THIS ORDEAL
WRONG | - | This is a sentence. | THIS IS THE ANSWER TONIGHT'S GRAND FINAL
WRONG | - | I think I'm a nerd | IT'S KNOWLEDGE AND NERVE
WRONG | - | Polar bear | PROBABLY OF ALL TIME
WRONG | H | How are you? | HE WROTE ALMOST EXCLUSIVELY FOR THE STAGE
WRONG | H | Way down in the valley | WHY DON'T YOU GO ON MASTERMIND
WRONG | H | I think I'm going to have a whale of a time. | I THINK I MAY HAVE WON A RAFFLE WHEN I WAS ABOUT EIGHT
WRONG | H | bat farm | BUT APART FROM THAT
WRONG | H | This is a sentence. | THE EXACT SPOT WHERE MODERN CINEMA BEGAN
WRONG | H | Shaw Wallace, I won't, I'm a winner, I'm a winner, I'm a winner, I'm a winner, I'm a winner, I'm a winner, I'm a winner, I'm a winner, I | SHE WAS ACTUALLY IN HER MID 70S DURING THE TRIALS AND
WRONG | H | Let's have a talk | LET'S HAVE A LOOK AT ALL THE SCORES
WRONG | H | bat saw well start agen let dys sir twirl fund dank naks | BUT THE SEARCH WILL START AGAIN LATER THIS YEAR TO FIND THE NEXT ONE
WRONG | H | stick | IT COULD BE YOU
WRONG | H | And you don't have to be a man to see that man is not always honest. | AND YOU DON'T HAVE TO BE A MAN
WRONG | H | I spy a sparrow in the park. | IN SPITE OF APPEARANCES TO THE CONTRARY
WRONG | - | I think level playing field | IT IS A LEVEL PLAYING FIELD
WRONG | H | I heard a rumor | IF YOU ARE INTERESTED
WRONG | H | This fork is weak. | THANKS FOR WATCHING
WRONG | H | Frapal | FROM PEOPLE TO PLACES
WRONG | H | I want to talk about the world | IT WOULD BE IMPOSSIBLE TO COVER IT ALL IN ONE PROGRAMME
WRONG | - | What Grey Pomeranian Dethroned Eyrshen | WHAT A GREAT POEM OF DEATH AND REGENERATION
WRONG | - | This is a test | THAT'S A MYTH ABOUT YORKSHIRE PEOPLE
WRONG | H | This is a test of the emergency broadcast system. | THERE'S A MYTH ABOUT YORKSHIRE PEOPLE THAT WE ARE TIGHT AND STINGY
WRONG | H | I can't say that | THE KIND OF CALL I GOT WAS
WRONG | H | This is a sample sentence. | THERE IS SOME POINT IN KEEPING IT HEALTHY
WRONG | - | I think I'm going to Spain | IT IS ALL ABOUT RESPONSIBLE OWNERSHIP
WRONG | H | Daharonz | THE OPTIONS ARE
WRONG | H | put the slipper by the door | PUT TO SLEEP BY A VET
WRONG | H | Bath Bow Av Dowz Apposh Wall | BUT BOTH OF THOSE OPTIONS WILL COST YOU
WRONG | H | What was found in the land? | WHAT WE ARE FINDING IS THAT PEOPLE ARE AVOIDING DOING THAT BY SELLING THE PROBLEM ON
WRONG | H | Selling Tongue | SELLING IT TO A MARKET
WRONG | H | Sling the salt | SELLING IT TO SOMEONE ELSE
WRONG | H | This is a test of the emergency broadcast system. | TO BE HUMANELY SLAUGHTERED AND GO INTO THE HUMAN FOOD CHAIN
WRONG | H | This is a test of the emergency broadcast system. | THAT IS THE OPTION THAT WE PASSIONATELY BELIEVE IS RIGHT FOR EQUINE WELFARE
WRONG | H | This is a banana band. | THERE IS A LONG BOND BETWEEN HUMANS AND HORSES
WRONG | - | I don't care | ON THE RACECOURSE TODAY
WRONG | H | What is the problem? | WE PREPARE THE CARCASS HERE IN THE UK AND IT'S EXPORTED IN CARCASS FORM TO FRANCE
WRONG | H | What thing king have you met? | WE THINK OF YOUNG MEAT AS BEING GOOD
WRONG | H | Wound the tunnel | WOULD WE WANT TO EAT AN OLD NAG
WRONG | H | What's the weather like? | THE QUALITY THAT WE ARE LOOKING FOR IS VERY MUCH FROM AN OLDER HORSE
WRONG | H | I think I need a beer | IT CAN NEVER BE EATEN
WRONG | H | This is a test of the emergency broadcast system. | THAT THEY WON'T BE TREATED WHEN THEY NEED TO BE TREATED WITH THOSE VETERINARY DRUGS BECAUSE
WRONG | H | What's the matter? | WHICH MEANS THEY'RE REALLY EASILY STRESSED
WRONG | H | What now? Don't talk. I'm not a robot. I'm a human. I'm a human. I'm a human. I'm a human. I'm a human. I'm a human. I'm a human. I | WE KNOW THAT THE TRANSPORT AND SLAUGHTER OF HORSES FOR MEAT
WRONG | H | bat wolf aof dhap ps low er mlk yld den sam av dh owls st in kaz wud b ing dh ng | BUT WE OFFSET THAT PERHAPS LOWER MILK YIELD THAN SOME OF THE HOLSTEIN COWS WOULD BE DOING WITH
WRONG | - | Shilliball | SHE DELIVERS US A REALLY VALUABLE BEEF CALF
WRONG | H | Hannah's father was a writer. | HUNTED FOR WHITBY JET BUT WE STILL DON'T KNOW WHAT'S AT THE TOP OF THE LIST
WRONG | H | All right, let's begin. | I'LL BE RIGHT BACK
WRONG | H | I love you. | A COUPLE OF YEARS AGO
WRONG | - | What's left of the hall | WITH A LITTLE BIT OF HELP
WRONG | H | I am going to the dentist. | I'M GOING TO NAIL THE NUMBER ONE
WRONG | H | I have a bat in my attic. | I DO BUT YOU'LL JUST HAVE TO WAIT AND SEE
WRONG | H | Dhat may be so | THAT MIGHT BE SO
WRONG | H | bat josh took a walk and then went to the park and then went to the park and then went to the park and then went to the park and then went to the park and then went to the park and then went to the park and | BUT JUST BECAUSE YOU HAVE A POLICY AND AN INSURANCE COMPANY IS TAKING YOUR MONEY EACH MONTH
WRONG | H | This is a test | THE FIRST THING I SAID TO THEM IS
WRONG | H | Feminism is the belief that women should be able to vote, hold office, and have equal rights with men. | FOUR MINUTES 20 SECONDS TO LEAVE A VOICEMAIL
WRONG | - | This is a bag of kamikaze | THIS IS A BIG COMPANY
WRONG | H | Avery | I'M VERY RARELY WRONG
WRONG | H | Yukon gets aid | YOU CAN'T GET AN EMAIL ADDRESS
WRONG | H | This is a test | THERE IS A FLIP SIDE
WRONG | H | AOLaynz | ALL LINES ARE BUSY
WRONG | H | What would you do if you were a dog? | WE WOULD LIKE A COPY OF THAT PHONE CONVERSATION
WRONG | H | What is the word? | WE HAVE REQUESTED THAT
WRONG | H | What kind of get together? | WE CAN'T GET TO SPEAK TO ANY OF THE DIRECTORS
WRONG | - | This is a test | HERE'S THE CRUCIAL FACTOR
WRONG | H | And what is the difference? | AND ONE IS THE CUE SYSTEM
WRONG | - | I have a goal | IF ALL GOES WELL
WRONG | - | This is a test | THERE'S A COUPLE OF ISSUES
WRONG | H | Why don't you sing? | WHEN YOU'RE DOING INSURANCE
WRONG | H | I'm sorry, I can't do that. | ESPECIALLY IN TODAY'S WORLD OF COMPUTERS AND DATABASES
WRONG | H | Where are the bananas? | WHERE INFORMATION ABOUT US IS BEING STORED BY HUNDREDS OF DIFFERENT COMPANIES
WRONG | H | What did you do last week? | WE DID A LITTLE RESEARCH INTO THAT
WRONG | H | MAY WE FAN THE FLAME | MY WIFE AND I ON THE COMPUTER
WRONG | H | Say Annabat | AS I HAVE ON CABOT
WRONG | H | Why aren't you here? | YOU'RE ONE IN A MILLION
WRONG | H | And you want to buy a book. | AND YOU WOULD BE RIGHT
WRONG | H | And this is how it works. | AND THAT'S THE THING HERE
WRONG | H | Sow a man a seed and he will eat it. Sow a man a book and he will devour it. | SO THAT MEANS WHETHER THEY'RE KEEPING UP PAYMENTS ON ANY LOANS THEY HAVE
WRONG | H | And all the angels sang | AND ALSO KEEPING UP PAYMENTS ON OTHER CONTRACTS THEY HAVE
WRONG | H | I know you're not going to stop | THOSE COMPANIES WILL GO TO THE CREDIT REFERENCE AGENCIES AND PUT DETAILS OF THOSE AGREEMENTS ONTO
WRONG | H | They may come | EVERY TIME YOU MAKE A PAYMENT
WRONG | H | This is a test of the emergency broadcast system. | THEY'LL REGISTER WHETHER OR NOT THAT PAYMENT WAS ON TIME
WRONG | - | And I want to eat | AND IF IT WASN'T
WRONG | H | I'm a moron | IN MORE EXTREME CASES
WRONG | H | Paul found a letter from father | PEOPLE FIND THAT THERE ARE LOANS ON THEIR FILE THAT THEY NEVER APPLIED FOR
WRONG | H | Hello, Jill, what's the matter? | HOPEFULLY THE GESTURE WE'LL MAKE TO HIM
WRONG | - | This is a test of the emergency broadcast system. | THIS CASE OF MISTAKEN IDENTITY HAS TURNED DAVID'S LIFE UPSIDE DOWN
WRONG | H | I heard a fart on the train | IS THERE A FOOTPRINT
WRONG | H | Sow it, then harvest it, then eat it. | SO IT MAY HAVE BEEN RECORDED THAT YOU MISSED A PAYMENT AND IN FACT YOU DIDN'T
WRONG | H | And did you hear the news? | AND THEY WILL HAVE FOUND
WRONG | - | This is a test | THIS IS A MISTAKE
WRONG | H | This is a phone book. | THAT IS AN EIGHT YEAR PROBLEM THAT'S FINALLY BEEN PUT TO REST
WRONG | H | Pumpkin | PUT SOME OF THEM INTO PRACTICE
WRONG | H | I want to talk to you | THE QUALITY DEPARTMENT ARE NOT THE MOST POPULAR AND WELL LIKED DEPARTMENT
WRONG | H | This is a sentence. | HE'S REALLY GENUINE AND HE'S QUITE NICE TO SEE
WRONG | H | Avery was very nervous. | I'VE NEVER REALLY SEEN THAT IN MANY PEOPLE BEFORE AND HE'S REALLY NICE AND JUST GET ALONG WITH HIM
WRONG | H | This is a test of the emergency broadcast system. | IT'S GOOD FOR ME AND MY FUTURE MAYBE
WRONG | H | AOKINGKING | ALL I KEEP THINKING IS
WRONG | - | Tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell me, tell | TELL ME THE TRUTH
WRONG | - | This is a test. | IT'S GOT POTENTIAL
WRONG | - | This is a test. | THAT'S A GOOD POINT
WRONG | H | Gather ants | GET THE KNOTS OUT AND STUFF BUT IT'S NOT THERE'S
WRONG | H | Now I want to go to work | I KNOW EXACTLY WHAT EVERYONE DRINKS
WRONG | - | MAY GAD DHIS IMZING | MY GOD THIS IS AMAZING
WRONG | H | I have a jar of jam | IN NORTHERN GERMANY
WRONG | - | The word was not stolen. | THINGS WERE UNSTABLE
WRONG | H | Yukon" "Bleym" "Him | YOU CAN'T BLAME HIM
WRONG | - | This is a sentence. | THE ESTABLISHMENT WERE DELIGHTED
WRONG | - | Dollfatterington | THEY FELT THAT EVERYTHING WAS SAFE NOW
WRONG | H | This is a test | THERE WAS A MIX UP
WRONG | H | What kind of jam is this? | ONE CAN JUST WALK UP AND MEET HIM
WRONG | - | I think I'm a robot | IT PICKS UP ON ROMAN ANTIQUE ARCHITECTURE
WRONG | H | I want to bat the ball | EVERYTHING ABOUT THIS ROOM IS REFERENCED TO AN ANTIQUE SOURCE
WRONG | H | What is dentistry? | WHICH DOESN'T NEED TO BE HERE
WRONG | H | Nathan | NOT HIDDEN VERY WELL
